Date,"Spot exchange rate, US $ into Sterling  "
01-Feb-16,1.4366
29-Jan-16,1.4187
28-Jan-16,1.4388
27-Jan-16,1.4258
26-Jan-16,1.4325
25-Jan-16,1.4267
22-Jan-16,1.4331
21-Jan-16,1.4135
20-Jan-16,1.4186
19-Jan-16,1.4144
18-Jan-16,1.427
15-Jan-16,1.4307
14-Jan-16,1.4393
13-Jan-16,1.4441
12-Jan-16,1.4366
11-Jan-16,1.4531
08-Jan-16,1.454
07-Jan-16,1.4566
06-Jan-16,1.4607
05-Jan-16,1.4647
04-Jan-16,1.4689
31-Dec-15,1.4819
30-Dec-15,1.4833
29-Dec-15,1.4795
24-Dec-15,1.4921
23-Dec-15,1.4868
22-Dec-15,1.4825
21-Dec-15,1.4886
18-Dec-15,1.4893
17-Dec-15,1.4882
16-Dec-15,1.5005
15-Dec-15,1.5048
14-Dec-15,1.5116
11-Dec-15,1.5211
10-Dec-15,1.5163
09-Dec-15,1.5182
08-Dec-15,1.4984
07-Dec-15,1.5071
04-Dec-15,1.5101
03-Dec-15,1.5036
02-Dec-15,1.4942
01-Dec-15,1.5054
30-Nov-15,1.5053
27-Nov-15,1.5053
26-Nov-15,1.5126
25-Nov-15,1.5068
24-Nov-15,1.5069
23-Nov-15,1.5131
20-Nov-15,1.5217
19-Nov-15,1.5295
18-Nov-15,1.5211
17-Nov-15,1.5217
16-Nov-15,1.5198
13-Nov-15,1.5196
12-Nov-15,1.5194
11-Nov-15,1.5201
10-Nov-15,1.511
09-Nov-15,1.5108
06-Nov-15,1.5077
05-Nov-15,1.525
04-Nov-15,1.5384
03-Nov-15,1.5399
02-Nov-15,1.5428
30-Oct-15,1.5443
29-Oct-15,1.5294
28-Oct-15,1.532
27-Oct-15,1.5312
26-Oct-15,1.5361
23-Oct-15,1.5352
22-Oct-15,1.5411
21-Oct-15,1.5459
20-Oct-15,1.546
19-Oct-15,1.548
16-Oct-15,1.5446
15-Oct-15,1.5459
14-Oct-15,1.5436
13-Oct-15,1.5224
12-Oct-15,1.5343
09-Oct-15,1.5308
08-Oct-15,1.5295
07-Oct-15,1.5313
06-Oct-15,1.5212
05-Oct-15,1.5179
02-Oct-15,1.52
01-Oct-15,1.5155
30-Sep-15,1.5147
29-Sep-15,1.5138
28-Sep-15,1.5175
25-Sep-15,1.5174
24-Sep-15,1.5284
23-Sep-15,1.5225
22-Sep-15,1.5344
21-Sep-15,1.5484
18-Sep-15,1.5585
17-Sep-15,1.552
16-Sep-15,1.5516
15-Sep-15,1.5357
14-Sep-15,1.5383
11-Sep-15,1.5402
10-Sep-15,1.5429
09-Sep-15,1.5368
08-Sep-15,1.5359
07-Sep-15,1.5267
04-Sep-15,1.5174
03-Sep-15,1.5228
02-Sep-15,1.5293
01-Sep-15,1.5325
28-Aug-15,1.5354
27-Aug-15,1.5373
26-Aug-15,1.5541
25-Aug-15,1.5697
24-Aug-15,1.5738
21-Aug-15,1.567
20-Aug-15,1.5663
19-Aug-15,1.5641
18-Aug-15,1.5653
17-Aug-15,1.5599
14-Aug-15,1.5607
13-Aug-15,1.5584
12-Aug-15,1.5638
11-Aug-15,1.5569
10-Aug-15,1.5544
07-Aug-15,1.5471
06-Aug-15,1.5503
05-Aug-15,1.5606
04-Aug-15,1.5598
03-Aug-15,1.5619
31-Jul-15,1.5606
30-Jul-15,1.5609
29-Jul-15,1.565
28-Jul-15,1.558
27-Jul-15,1.5578
24-Jul-15,1.5505
23-Jul-15,1.5528
22-Jul-15,1.5631
21-Jul-15,1.5561
20-Jul-15,1.5592
17-Jul-15,1.5633
16-Jul-15,1.5592
15-Jul-15,1.5616
14-Jul-15,1.557
13-Jul-15,1.5526
10-Jul-15,1.5508
09-Jul-15,1.5387
08-Jul-15,1.5353
07-Jul-15,1.5419
06-Jul-15,1.5602
03-Jul-15,1.5605
02-Jul-15,1.5605
01-Jul-15,1.5633
30-Jun-15,1.5729
29-Jun-15,1.5744
26-Jun-15,1.5729
25-Jun-15,1.5724
24-Jun-15,1.572
23-Jun-15,1.5729
22-Jun-15,1.5819
19-Jun-15,1.5884
18-Jun-15,1.5881
17-Jun-15,1.571
16-Jun-15,1.5627
15-Jun-15,1.5542
12-Jun-15,1.5568
11-Jun-15,1.5493
10-Jun-15,1.5541
09-Jun-15,1.5317
08-Jun-15,1.5274
05-Jun-15,1.5241
04-Jun-15,1.5365
03-Jun-15,1.5331
02-Jun-15,1.5329
01-Jun-15,1.5207
29-May-15,1.5261
28-May-15,1.5292
27-May-15,1.5332
26-May-15,1.5384
22-May-15,1.5501
21-May-15,1.5666
20-May-15,1.5556
19-May-15,1.5507
18-May-15,1.5682
15-May-15,1.5789
14-May-15,1.5759
13-May-15,1.5729
12-May-15,1.5663
11-May-15,1.5562
08-May-15,1.5422
07-May-15,1.52
06-May-15,1.5248
05-May-15,1.5193
01-May-15,1.5177
30-Apr-15,1.5368
29-Apr-15,1.5454
28-Apr-15,1.5324
27-Apr-15,1.5211
24-Apr-15,1.5165
23-Apr-15,1.5054
22-Apr-15,1.5036
21-Apr-15,1.4933
20-Apr-15,1.4915
17-Apr-15,1.4961
16-Apr-15,1.4899
15-Apr-15,1.4766
14-Apr-15,1.479
13-Apr-15,1.4642
10-Apr-15,1.4651
09-Apr-15,1.4737
08-Apr-15,1.4924
07-Apr-15,1.4868
02-Apr-15,1.4828
01-Apr-15,1.4816
31-Mar-15,1.4847
30-Mar-15,1.4806
27-Mar-15,1.4878
26-Mar-15,1.4843
25-Mar-15,1.4915
24-Mar-15,1.4868
23-Mar-15,1.4936
20-Mar-15,1.4922
19-Mar-15,1.4727
18-Mar-15,1.4686
17-Mar-15,1.4743
16-Mar-15,1.48
13-Mar-15,1.4755
12-Mar-15,1.4905
11-Mar-15,1.4945
10-Mar-15,1.5085
09-Mar-15,1.5096
06-Mar-15,1.5061
05-Mar-15,1.5237
04-Mar-15,1.5269
03-Mar-15,1.5372
02-Mar-15,1.5362
27-Feb-15,1.5451
26-Feb-15,1.541
25-Feb-15,1.5488
24-Feb-15,1.5459
23-Feb-15,1.5449
20-Feb-15,1.5374
19-Feb-15,1.5439
18-Feb-15,1.5447
17-Feb-15,1.5336
16-Feb-15,1.5379
13-Feb-15,1.5393
12-Feb-15,1.5363
11-Feb-15,1.5266
10-Feb-15,1.526
09-Feb-15,1.524
06-Feb-15,1.5269
05-Feb-15,1.5286
04-Feb-15,1.5215
03-Feb-15,1.5114
02-Feb-15,1.5035
30-Jan-15,1.5018
29-Jan-15,1.5077
28-Jan-15,1.5179
27-Jan-15,1.5205
26-Jan-15,1.5051
23-Jan-15,1.5026
22-Jan-15,1.5086
21-Jan-15,1.5116
20-Jan-15,1.5195
19-Jan-15,1.5158
16-Jan-15,1.5113
15-Jan-15,1.5168
14-Jan-15,1.5213
13-Jan-15,1.5176
12-Jan-15,1.5137
09-Jan-15,1.5148
08-Jan-15,1.5082
07-Jan-15,1.5063
06-Jan-15,1.517
05-Jan-15,1.524
02-Jan-15,1.5388
31-Dec-14,1.5608
30-Dec-14,1.556
29-Dec-14,1.5529
24-Dec-14,1.5543
23-Dec-14,1.5522
22-Dec-14,1.5629
19-Dec-14,1.5638
18-Dec-14,1.5634
17-Dec-14,1.5643
16-Dec-14,1.5729
15-Dec-14,1.5614
12-Dec-14,1.57
11-Dec-14,1.5698
10-Dec-14,1.5694
09-Dec-14,1.5691
08-Dec-14,1.562
05-Dec-14,1.5592
04-Dec-14,1.57
03-Dec-14,1.5713
02-Dec-14,1.5652
01-Dec-14,1.5722
28-Nov-14,1.5663
27-Nov-14,1.5723
26-Nov-14,1.5793
25-Nov-14,1.5726
24-Nov-14,1.5698
21-Nov-14,1.5678
20-Nov-14,1.5703
19-Nov-14,1.5667
18-Nov-14,1.5645
17-Nov-14,1.5649
14-Nov-14,1.5646
13-Nov-14,1.5735
12-Nov-14,1.583
11-Nov-14,1.5873
10-Nov-14,1.5871
07-Nov-14,1.5844
06-Nov-14,1.5903
05-Nov-14,1.5976
04-Nov-14,1.6008
03-Nov-14,1.5978
31-Oct-14,1.5999
30-Oct-14,1.6023
29-Oct-14,1.6149
28-Oct-14,1.6156
27-Oct-14,1.6133
24-Oct-14,1.6083
23-Oct-14,1.6032
22-Oct-14,1.6051
21-Oct-14,1.6132
20-Oct-14,1.6131
17-Oct-14,1.6096
16-Oct-14,1.602
15-Oct-14,1.5942
14-Oct-14,1.5918
13-Oct-14,1.6057
10-Oct-14,1.603
09-Oct-14,1.6163
08-Oct-14,1.6076
07-Oct-14,1.6084
06-Oct-14,1.6007
03-Oct-14,1.5962
02-Oct-14,1.6118
01-Oct-14,1.6203
30-Sep-14,1.6212
29-Sep-14,1.6242
26-Sep-14,1.6244
25-Sep-14,1.6325
24-Sep-14,1.6347
23-Sep-14,1.636
22-Sep-14,1.6327
19-Sep-14,1.6312
18-Sep-14,1.6389
17-Sep-14,1.6324
16-Sep-14,1.6218
15-Sep-14,1.6234
12-Sep-14,1.6228
11-Sep-14,1.6234
10-Sep-14,1.6146
09-Sep-14,1.6106
08-Sep-14,1.6161
05-Sep-14,1.6321
04-Sep-14,1.6398
03-Sep-14,1.6452
02-Sep-14,1.6507
01-Sep-14,1.6615
29-Aug-14,1.6608
28-Aug-14,1.6582
27-Aug-14,1.6584
26-Aug-14,1.6577
22-Aug-14,1.657
21-Aug-14,1.6597
20-Aug-14,1.6646
19-Aug-14,1.6618
18-Aug-14,1.6723
15-Aug-14,1.6685
14-Aug-14,1.6686
13-Aug-14,1.6694
12-Aug-14,1.6806
11-Aug-14,1.679
08-Aug-14,1.6797
07-Aug-14,1.6843
06-Aug-14,1.6833
05-Aug-14,1.6871
04-Aug-14,1.684
01-Aug-14,1.6839
31-Jul-14,1.6883
30-Jul-14,1.6903
29-Jul-14,1.6946
28-Jul-14,1.7
25-Jul-14,1.6975
24-Jul-14,1.6974
23-Jul-14,1.7041
22-Jul-14,1.7058
21-Jul-14,1.7065
18-Jul-14,1.7067
17-Jul-14,1.7094
16-Jul-14,1.7142
15-Jul-14,1.7143
14-Jul-14,1.7089
11-Jul-14,1.7102
10-Jul-14,1.7111
09-Jul-14,1.7138
08-Jul-14,1.712
07-Jul-14,1.7129
04-Jul-14,1.7148
03-Jul-14,1.7143
02-Jul-14,1.7169
01-Jul-14,1.7138
30-Jun-14,1.7097
27-Jun-14,1.7016
26-Jun-14,1.7007
25-Jun-14,1.6981
24-Jun-14,1.6971
23-Jun-14,1.7008
20-Jun-14,1.7018
19-Jun-14,1.7055
18-Jun-14,1.6939
17-Jun-14,1.6969
16-Jun-14,1.6986
13-Jun-14,1.6961
12-Jun-14,1.6842
11-Jun-14,1.6788
10-Jun-14,1.6761
09-Jun-14,1.6794
06-Jun-14,1.679
05-Jun-14,1.6792
04-Jun-14,1.6754
03-Jun-14,1.6738
02-Jun-14,1.6757
30-May-14,1.6774
29-May-14,1.6716
28-May-14,1.6706
27-May-14,1.6803
23-May-14,1.6842
22-May-14,1.6859
21-May-14,1.6878
20-May-14,1.6847
19-May-14,1.6827
16-May-14,1.6829
15-May-14,1.6795
14-May-14,1.6777
13-May-14,1.6838
12-May-14,1.6872
09-May-14,1.6841
08-May-14,1.6953
07-May-14,1.6965
06-May-14,1.6992
02-May-14,1.6872
01-May-14,1.6895
30-Apr-14,1.6885
29-Apr-14,1.6843
28-Apr-14,1.6807
25-Apr-14,1.6811
24-Apr-14,1.68
23-Apr-14,1.6779
22-Apr-14,1.6823
17-Apr-14,1.6808
16-Apr-14,1.6791
15-Apr-14,1.673
14-Apr-14,1.6735
11-Apr-14,1.6721
10-Apr-14,1.6775
09-Apr-14,1.6748
08-Apr-14,1.6749
07-Apr-14,1.6611
04-Apr-14,1.659
03-Apr-14,1.6586
02-Apr-14,1.6635
01-Apr-14,1.6636
31-Mar-14,1.6673
28-Mar-14,1.6636
27-Mar-14,1.6611
26-Mar-14,1.6565
25-Mar-14,1.6506
24-Mar-14,1.6489
21-Mar-14,1.6494
20-Mar-14,1.651
19-Mar-14,1.6628
18-Mar-14,1.6574
17-Mar-14,1.6644
14-Mar-14,1.6629
13-Mar-14,1.6677
12-Mar-14,1.6606
11-Mar-14,1.6628
10-Mar-14,1.6633
07-Mar-14,1.6722
06-Mar-14,1.6718
05-Mar-14,1.673
04-Mar-14,1.6673
03-Mar-14,1.6717
28-Feb-14,1.6758
27-Feb-14,1.6671
26-Feb-14,1.6641
25-Feb-14,1.6682
24-Feb-14,1.6631
21-Feb-14,1.6686
20-Feb-14,1.6658
19-Feb-14,1.6714
18-Feb-14,1.6698
17-Feb-14,1.6711
14-Feb-14,1.6733
13-Feb-14,1.6636
12-Feb-14,1.6585
11-Feb-14,1.6484
10-Feb-14,1.6398
07-Feb-14,1.6394
06-Feb-14,1.6325
05-Feb-14,1.6306
04-Feb-14,1.6296
03-Feb-14,1.6332
31-Jan-14,1.6435
30-Jan-14,1.6498
29-Jan-14,1.6551
28-Jan-14,1.6585
27-Jan-14,1.6574
24-Jan-14,1.6502
23-Jan-14,1.6631
22-Jan-14,1.6582
21-Jan-14,1.6464
20-Jan-14,1.6421
17-Jan-14,1.6445
16-Jan-14,1.6345
15-Jan-14,1.635
14-Jan-14,1.646
13-Jan-14,1.6383
10-Jan-14,1.6485
09-Jan-14,1.6463
08-Jan-14,1.647
07-Jan-14,1.6398
06-Jan-14,1.6411
03-Jan-14,1.6444
02-Jan-14,1.6437
31-Dec-13,1.6528
30-Dec-13,1.6525
27-Dec-13,1.6494
24-Dec-13,1.636
23-Dec-13,1.6357
20-Dec-13,1.6356
19-Dec-13,1.6365
18-Dec-13,1.6392
17-Dec-13,1.6242
16-Dec-13,1.6299
13-Dec-13,1.6276
12-Dec-13,1.6325
11-Dec-13,1.6369
10-Dec-13,1.6427
09-Dec-13,1.6387
06-Dec-13,1.6354
05-Dec-13,1.6321
04-Dec-13,1.6344
03-Dec-13,1.6414
02-Dec-13,1.6368
29-Nov-13,1.6383
28-Nov-13,1.6347
27-Nov-13,1.6277
26-Nov-13,1.6181
25-Nov-13,1.6154
22-Nov-13,1.6186
21-Nov-13,1.6149
20-Nov-13,1.6173
19-Nov-13,1.6103
18-Nov-13,1.6113
15-Nov-13,1.6092
14-Nov-13,1.6092
13-Nov-13,1.5988
12-Nov-13,1.5927
11-Nov-13,1.5973
08-Nov-13,1.5995
07-Nov-13,1.6047
06-Nov-13,1.608
05-Nov-13,1.6044
04-Nov-13,1.5952
01-Nov-13,1.5922
31-Oct-13,1.6067
30-Oct-13,1.6077
29-Oct-13,1.6058
28-Oct-13,1.6131
25-Oct-13,1.6167
24-Oct-13,1.6167
23-Oct-13,1.6168
22-Oct-13,1.6213
21-Oct-13,1.6159
18-Oct-13,1.6188
17-Oct-13,1.6148
16-Oct-13,1.593
15-Oct-13,1.5968
14-Oct-13,1.6016
11-Oct-13,1.5946
10-Oct-13,1.5954
09-Oct-13,1.5931
08-Oct-13,1.6107
07-Oct-13,1.608
04-Oct-13,1.6073
03-Oct-13,1.617
02-Oct-13,1.6229
01-Oct-13,1.6204
30-Sep-13,1.6194
27-Sep-13,1.6121
26-Sep-13,1.6004
25-Sep-13,1.607
24-Sep-13,1.5984
23-Sep-13,1.6032
20-Sep-13,1.6
19-Sep-13,1.6063
18-Sep-13,1.5969
17-Sep-13,1.5902
16-Sep-13,1.5935
13-Sep-13,1.5865
12-Sep-13,1.5826
11-Sep-13,1.5814
10-Sep-13,1.572
09-Sep-13,1.5721
06-Sep-13,1.563
05-Sep-13,1.559
04-Sep-13,1.563
03-Sep-13,1.5531
02-Sep-13,1.5565
30-Aug-13,1.5471
29-Aug-13,1.5495
28-Aug-13,1.5538
27-Aug-13,1.554
23-Aug-13,1.5593
22-Aug-13,1.5573
21-Aug-13,1.5688
20-Aug-13,1.568
19-Aug-13,1.567
16-Aug-13,1.5613
15-Aug-13,1.5557
14-Aug-13,1.5537
13-Aug-13,1.5461
12-Aug-13,1.5481
09-Aug-13,1.5528
08-Aug-13,1.5555
07-Aug-13,1.5518
06-Aug-13,1.5385
05-Aug-13,1.533
02-Aug-13,1.5274
01-Aug-13,1.5161
31-Jul-13,1.5164
30-Jul-13,1.5259
29-Jul-13,1.5348
26-Jul-13,1.5369
25-Jul-13,1.5313
24-Jul-13,1.5357
23-Jul-13,1.5367
22-Jul-13,1.537
19-Jul-13,1.526
18-Jul-13,1.5201
17-Jul-13,1.5172
16-Jul-13,1.5125
15-Jul-13,1.5104
12-Jul-13,1.5118
11-Jul-13,1.5115
10-Jul-13,1.4946
09-Jul-13,1.4831
08-Jul-13,1.4938
05-Jul-13,1.4883
04-Jul-13,1.5066
03-Jul-13,1.5258
02-Jul-13,1.5169
01-Jul-13,1.5225
28-Jun-13,1.5167
27-Jun-13,1.5205
26-Jun-13,1.5339
25-Jun-13,1.5404
24-Jun-13,1.5399
21-Jun-13,1.5389
20-Jun-13,1.5465
19-Jun-13,1.566
18-Jun-13,1.5608
17-Jun-13,1.5713
14-Jun-13,1.5677
13-Jun-13,1.568
12-Jun-13,1.5687
11-Jun-13,1.5597
10-Jun-13,1.5526
07-Jun-13,1.5538
06-Jun-13,1.5523
05-Jun-13,1.5392
04-Jun-13,1.5293
03-Jun-13,1.5295
31-May-13,1.5161
30-May-13,1.5216
29-May-13,1.5115
28-May-13,1.5035
24-May-13,1.514
23-May-13,1.5065
22-May-13,1.5045
21-May-13,1.5141
20-May-13,1.5222
17-May-13,1.5191
16-May-13,1.5308
15-May-13,1.5225
14-May-13,1.5257
13-May-13,1.5344
10-May-13,1.5355
09-May-13,1.5496
08-May-13,1.5565
07-May-13,1.5469
03-May-13,1.5568
02-May-13,1.5511
01-May-13,1.5552
30-Apr-13,1.5564
29-Apr-13,1.5494
26-Apr-13,1.5492
25-Apr-13,1.544
24-Apr-13,1.5268
23-Apr-13,1.5284
22-Apr-13,1.5246
19-Apr-13,1.5258
18-Apr-13,1.5291
17-Apr-13,1.5235
16-Apr-13,1.5291
15-Apr-13,1.5312
12-Apr-13,1.5367
11-Apr-13,1.5394
10-Apr-13,1.5326
09-Apr-13,1.5296
08-Apr-13,1.5282
05-Apr-13,1.5353
04-Apr-13,1.5179
03-Apr-13,1.5136
02-Apr-13,1.5128
28-Mar-13,1.5181
27-Mar-13,1.5111
26-Mar-13,1.5155
25-Mar-13,1.5183
22-Mar-13,1.5239
21-Mar-13,1.5179
20-Mar-13,1.5132
19-Mar-13,1.5118
18-Mar-13,1.5109
15-Mar-13,1.5134
14-Mar-13,1.5051
13-Mar-13,1.4924
12-Mar-13,1.4885
11-Mar-13,1.4896
08-Mar-13,1.4924
07-Mar-13,1.5049
06-Mar-13,1.5054
05-Mar-13,1.5119
04-Mar-13,1.507
01-Mar-13,1.5009
28-Feb-13,1.5179
27-Feb-13,1.5135
26-Feb-13,1.5127
25-Feb-13,1.5109
22-Feb-13,1.5267
21-Feb-13,1.5257
20-Feb-13,1.5303
19-Feb-13,1.5443
18-Feb-13,1.548
15-Feb-13,1.5525
14-Feb-13,1.5527
13-Feb-13,1.5545
12-Feb-13,1.566
11-Feb-13,1.5662
08-Feb-13,1.5837
07-Feb-13,1.5703
06-Feb-13,1.5652
05-Feb-13,1.567
04-Feb-13,1.5738
01-Feb-13,1.5745
31-Jan-13,1.5856
30-Jan-13,1.5791
29-Jan-13,1.5747
28-Jan-13,1.5709
25-Jan-13,1.5807
24-Jan-13,1.5783
23-Jan-13,1.5842
22-Jan-13,1.5867
21-Jan-13,1.5834
18-Jan-13,1.5862
17-Jan-13,1.5969
16-Jan-13,1.5995
15-Jan-13,1.609
14-Jan-13,1.6068
11-Jan-13,1.6125
10-Jan-13,1.6108
09-Jan-13,1.6008
08-Jan-13,1.6037
07-Jan-13,1.6083
04-Jan-13,1.6037
03-Jan-13,1.616
02-Jan-13,1.6284
31-Dec-12,1.6168
28-Dec-12,1.6156
27-Dec-12,1.6126
24-Dec-12,1.6178
21-Dec-12,1.6182
20-Dec-12,1.626
19-Dec-12,1.627
18-Dec-12,1.6247
17-Dec-12,1.6198
14-Dec-12,1.6119
13-Dec-12,1.6135
12-Dec-12,1.6117
11-Dec-12,1.6104
10-Dec-12,1.6074
07-Dec-12,1.6021
06-Dec-12,1.6079
05-Dec-12,1.6093
04-Dec-12,1.6107
03-Dec-12,1.6096
30-Nov-12,1.6028
29-Nov-12,1.6038
28-Nov-12,1.5984
27-Nov-12,1.6029
26-Nov-12,1.6024
23-Nov-12,1.6011
22-Nov-12,1.5947
21-Nov-12,1.5934
20-Nov-12,1.5915
19-Nov-12,1.5914
16-Nov-12,1.5846
15-Nov-12,1.5874
14-Nov-12,1.5844
13-Nov-12,1.5892
12-Nov-12,1.5867
09-Nov-12,1.591
08-Nov-12,1.5971
07-Nov-12,1.5987
06-Nov-12,1.5982
05-Nov-12,1.5972
02-Nov-12,1.6039
01-Nov-12,1.6142
31-Oct-12,1.611
30-Oct-12,1.6082
29-Oct-12,1.6025
26-Oct-12,1.6096
25-Oct-12,1.6142
24-Oct-12,1.6029
23-Oct-12,1.5939
22-Oct-12,1.6034
19-Oct-12,1.6021
18-Oct-12,1.6134
17-Oct-12,1.6166
16-Oct-12,1.6101
15-Oct-12,1.6052
12-Oct-12,1.6087
11-Oct-12,1.6039
10-Oct-12,1.6021
09-Oct-12,1.6
08-Oct-12,1.6025
05-Oct-12,1.6193
04-Oct-12,1.6166
03-Oct-12,1.6073
02-Oct-12,1.6138
01-Oct-12,1.6152
28-Sep-12,1.6149
27-Sep-12,1.6191
26-Sep-12,1.6146
25-Sep-12,1.6255
24-Sep-12,1.6195
21-Sep-12,1.6255
20-Sep-12,1.6201
19-Sep-12,1.6222
18-Sep-12,1.6255
17-Sep-12,1.6267
14-Sep-12,1.6246
13-Sep-12,1.6116
12-Sep-12,1.6101
11-Sep-12,1.6063
10-Sep-12,1.6011
07-Sep-12,1.6026
06-Sep-12,1.5933
05-Sep-12,1.5914
04-Sep-12,1.5885
03-Sep-12,1.5897
31-Aug-12,1.5882
30-Aug-12,1.5812
29-Aug-12,1.5829
28-Aug-12,1.5829
24-Aug-12,1.5815
23-Aug-12,1.5888
22-Aug-12,1.5804
21-Aug-12,1.5785
20-Aug-12,1.5705
17-Aug-12,1.5676
16-Aug-12,1.5742
15-Aug-12,1.5696
14-Aug-12,1.5686
13-Aug-12,1.5704
10-Aug-12,1.5692
09-Aug-12,1.5636
08-Aug-12,1.5661
07-Aug-12,1.565
06-Aug-12,1.5616
03-Aug-12,1.5604
02-Aug-12,1.5518
01-Aug-12,1.5589
31-Jul-12,1.567
30-Jul-12,1.5695
27-Jul-12,1.5714
26-Jul-12,1.5698
25-Jul-12,1.5474
24-Jul-12,1.5527
23-Jul-12,1.5512
20-Jul-12,1.5634
19-Jul-12,1.5708
18-Jul-12,1.5624
17-Jul-12,1.557
16-Jul-12,1.5619
13-Jul-12,1.5546
12-Jul-12,1.5404
11-Jul-12,1.5561
10-Jul-12,1.5496
09-Jul-12,1.5523
06-Jul-12,1.5509
05-Jul-12,1.552
04-Jul-12,1.5578
03-Jul-12,1.5678
02-Jul-12,1.5689
29-Jun-12,1.5686
28-Jun-12,1.5506
27-Jun-12,1.5553
26-Jun-12,1.5598
25-Jun-12,1.5561
22-Jun-12,1.5558
21-Jun-12,1.5659
20-Jun-12,1.5742
19-Jun-12,1.5712
18-Jun-12,1.567
15-Jun-12,1.5643
14-Jun-12,1.5544
13-Jun-12,1.5583
12-Jun-12,1.5546
11-Jun-12,1.5509
08-Jun-12,1.5416
07-Jun-12,1.5577
06-Jun-12,1.5459
01-Jun-12,1.5334
31-May-12,1.5392
30-May-12,1.5533
29-May-12,1.5679
28-May-12,1.5706
25-May-12,1.5636
24-May-12,1.568
23-May-12,1.5715
22-May-12,1.5798
21-May-12,1.5803
18-May-12,1.5806
17-May-12,1.5812
16-May-12,1.5918
15-May-12,1.6039
14-May-12,1.6104
11-May-12,1.6098
10-May-12,1.616
09-May-12,1.6099
08-May-12,1.614
04-May-12,1.6158
03-May-12,1.6202
02-May-12,1.6205
01-May-12,1.622
30-Apr-12,1.6239
27-Apr-12,1.6238
26-Apr-12,1.6186
25-Apr-12,1.6113
24-Apr-12,1.615
23-Apr-12,1.6096
20-Apr-12,1.6117
19-Apr-12,1.606
18-Apr-12,1.6031
17-Apr-12,1.5926
16-Apr-12,1.5841
13-Apr-12,1.5884
12-Apr-12,1.5953
11-Apr-12,1.5905
10-Apr-12,1.5838
05-Apr-12,1.583
04-Apr-12,1.5873
03-Apr-12,1.5972
02-Apr-12,1.6015
30-Mar-12,1.5981
29-Mar-12,1.5909
28-Mar-12,1.585
27-Mar-12,1.5969
26-Mar-12,1.5937
23-Mar-12,1.5863
22-Mar-12,1.5807
21-Mar-12,1.5847
20-Mar-12,1.5855
19-Mar-12,1.5893
16-Mar-12,1.5844
15-Mar-12,1.5669
14-Mar-12,1.5686
13-Mar-12,1.5736
12-Mar-12,1.5615
09-Mar-12,1.5693
08-Mar-12,1.5816
07-Mar-12,1.5708
06-Mar-12,1.5738
05-Mar-12,1.5872
02-Mar-12,1.5855
01-Mar-12,1.5957
29-Feb-12,1.5977
28-Feb-12,1.5838
27-Feb-12,1.584
24-Feb-12,1.5857
23-Feb-12,1.5702
22-Feb-12,1.5668
21-Feb-12,1.582
20-Feb-12,1.587
17-Feb-12,1.5815
16-Feb-12,1.5749
15-Feb-12,1.5694
14-Feb-12,1.5669
13-Feb-12,1.5791
10-Feb-12,1.5751
09-Feb-12,1.5842
08-Feb-12,1.5824
07-Feb-12,1.5871
06-Feb-12,1.5795
03-Feb-12,1.5799
02-Feb-12,1.5819
01-Feb-12,1.5859
31-Jan-12,1.578
30-Jan-12,1.5681
27-Jan-12,1.5668
26-Jan-12,1.5697
25-Jan-12,1.5586
24-Jan-12,1.5587
23-Jan-12,1.5595
20-Jan-12,1.5525
19-Jan-12,1.5475
18-Jan-12,1.5407
17-Jan-12,1.5355
16-Jan-12,1.5328
13-Jan-12,1.5285
12-Jan-12,1.5319
11-Jan-12,1.5356
10-Jan-12,1.5488
09-Jan-12,1.5446
06-Jan-12,1.5408
05-Jan-12,1.548
04-Jan-12,1.5609
03-Jan-12,1.5636
30-Dec-11,1.5461
29-Dec-11,1.5391
28-Dec-11,1.547
23-Dec-11,1.5678
22-Dec-11,1.569
21-Dec-11,1.5663
20-Dec-11,1.5696
19-Dec-11,1.5532
16-Dec-11,1.5529
15-Dec-11,1.5477
14-Dec-11,1.5411
13-Dec-11,1.5536
12-Dec-11,1.562
09-Dec-11,1.5622
08-Dec-11,1.5629
07-Dec-11,1.5672
06-Dec-11,1.5602
05-Dec-11,1.5709
02-Dec-11,1.5628
01-Dec-11,1.5683
30-Nov-11,1.5728
29-Nov-11,1.561
28-Nov-11,1.5545
25-Nov-11,1.5484
24-Nov-11,1.5507
23-Nov-11,1.5515
22-Nov-11,1.5648
21-Nov-11,1.5626
18-Nov-11,1.5791
17-Nov-11,1.5791
16-Nov-11,1.5791
15-Nov-11,1.5818
14-Nov-11,1.5901
11-Nov-11,1.6078
10-Nov-11,1.5882
09-Nov-11,1.5949
08-Nov-11,1.6088
07-Nov-11,1.6031
04-Nov-11,1.6026
03-Nov-11,1.5958
02-Nov-11,1.5971
01-Nov-11,1.5945
31-Oct-11,1.6141
28-Oct-11,1.6147
27-Oct-11,1.6058
26-Oct-11,1.5912
25-Oct-11,1.597
24-Oct-11,1.5955
21-Oct-11,1.5949
20-Oct-11,1.5685
19-Oct-11,1.5832
18-Oct-11,1.564
17-Oct-11,1.5778
14-Oct-11,1.5798
13-Oct-11,1.5728
12-Oct-11,1.5776
11-Oct-11,1.5618
10-Oct-11,1.5673
07-Oct-11,1.5617
06-Oct-11,1.5384
05-Oct-11,1.5425
04-Oct-11,1.5407
03-Oct-11,1.5477
